player_name,win_rate,win_rate_sem_modernas,indice
Cristiano Ronaldo,0.45454545454545453,1.0,-0.5454545454545454
Lionel Messi,0.7307692307692307,0.5,0.23076923076923073
Neymar,0.6923076923076923,0.25,0.4423076923076923
